imdb_id,popularity,budget,revenue,original_title,cast,director,keywords,runtime,genres,production_companies,release_date,vote_count,vote_average,budget_adj,revenue_adj,vote_avg
tt2409818,0.81219,0,0,Open Windows,Elijah Wood:28244 points|Sasha Grey|Neil Maskell|Nacho Vigalondo|Brian Elder,Nacho Vigalondo,high technology|written by director|voyeurism,101,Thriller|Action|Crime,|Wild Bunch|Sayaka Producciones Audiovisuales|Apaches Entertainment|La Panda|Atresmedia Cine|,7/4/14,130,5.1,0,0,5.2
tt2088003,0.8058390000000001,8500000,7500000,Big Game,Samuel L. Jackson:66759 points|Onni Tommila|Ted Levine|Victor Garber|Felicity Huffman:4441 points,Jalmari Helander,terrorist|parachute|president|air force one|escape,90,Action|Adventure,|Head Gear Films|Altitude Film Entertainment|Film House Germany|Metrol Technology|Ketchup Entertainment|,9/5/14,261,5.2,9012184,7951927,5.4
tt2212008,0.800343999999999,0,56574,The Bag Man,John Cusack:9677 points|Rebecca Da Costa|Robert De Niro:130207 points|Crispin Glover|Dominic Purcell,David Grovic,motel|crime boss,108,Crime|Drama|Thriller,|Red Granite Pictures|TinRes Entertainment|Cinedigm|,2/28/14,83,5.0,0,59983,5.3
tt1742044,0.797723,40000000,67347013,Jersey Boys,Christopher Walken:25268 points|Vincent Piazza|Freya Tingley|James Madio|Sean Whalen,Clint Eastwood:54355 points,biography|based on play,134,Music|Drama,|Warner Bros.|,6/5/14,181,6.7,42410280,71405142,6.8
tt1826590,0.796721,12500000,49002684,About Last Night,Kevin Hart|Michael Ealy|Regina Hall|Joy Bryant|Christopher McDonald,Steve Pink,duringcreditsstinger,100,Comedy|Romance,"|Screen Gems, Inc.|Rainforest Films|Olive Bridge Entertainment|",2/14/14,165,5.8,13253212,51955438,6.1
tt1647668,0.7863979999999989,25000000,38307627,Million Dollar Arm,Jon Hamm|Bill Paxton:22794 points|Lake Bell:3780 points|Suraj Sharma:8045 points|Aasif Mandvi,Craig Gillespie:1940 points,baseball|sport|duringcreditsstinger,124,Drama,|Walt Disney Pictures|,5/9/14,182,6.6,26506425,40615929,7.0
tt2870708,0.778247,5500000,5483299,Wish I Was Here,Zach Braff|Kate Hudson:6211 points|Joey King|Pierce Gagnon|Donald Faison,Zach Braff,jew|independent film|homeschooling|family|struggling actor,120,Drama|Comedy,|Double Feature Films|Wild Bunch|Worldview Entertainment|,1/18/14,192,6.3,5831413,5813706,6.7
tt1969062,0.777096,6700000,1430655,Infinitely Polar Bear,Mark Ruffalo:60052 points|Zoe Saldana:15528 points|Imogene Wolodarsky|Ashley Aufderheide|Wallace Wolodarsky,Maya Forbes,semi autobiographical|woman director|bipolar|absent  mother|bipolar disorder,87,Comedy|Drama,|Paper Street Films|Bad Robot|Park Pictures|KGB Media|,1/18/14,76,7.0,7103722,1516862,7.0
tt3093522,0.774259,0,0,Cymbeline,Ed Harris:48504 points|Dakota Johnson|Milla Jovovich:2102 points|Ethan Hawke:37477 points|Penn Badgley,Michael Almereyda,,97,Drama,|Benaroya Pictures|Keep Your Head Productions|,9/3/14,24,3.5,0,0,3.8
tt3318750,0.766932,0,108808,Adult Beginners,Nick Kroll|Rose Byrne|Bobby Cannavale|Joel McHale|Caitlin Fitzgerald,Ross Katz,new york|nanny|loser|pregnant,90,Drama|Comedy,|Duplass Brothers Productions|Burn Later Productions|Through Films|,9/8/14,61,5.0,0,115364,5.6
tt3102206,0.763771,0,0,Zodiac,Christopher Lloyd:38512 points|Aaron Douglas|Joel Gretsch|Andrea Brooks|Reilly Dolman,W.D. Hogan,zodiac,89,Science Fiction|TV Movie,|Cinetel Films|Zodiac Pictures|,8/16/14,17,3.3,0,0,3.2
tt0443465,0.760779,0,37151,Before We Go,Chris Evans:4690 points|Alice Eve|Emma Fitzpatrick|Scott Evans|John Cullum,Chris Evans,wife husband relationship|adventure|romance|cheating husband|stranger,89,Drama|Romance|Comedy,|Wonderland Sound and Vision|G4 Productions|Nutmeg Film Productions|,9/11/14,319,6.3,0,39390,6.8
tt1441395,0.757089,13300000,5380251,Under the Skin,Scarlett Johansson:45683 points|KryÅ¡tof HÃ¡dek|Paul Brannigan|Michael Moreland|Scott Dymond,Jonathan Glazer:763 points,male nudity|scotland|edinburgh|alien|very little dialogue,108,Thriller|Science Fiction|Drama,|Scottish Screen|UK Film Council|FilmNation Entertainment|Nick Wechsler Productions|Creative Scotland|,3/14/14,704,6.0,14101418,5704449,6.3
tt2771372,0.7517729999999989,6000000,3485127,Veronica Mars,Kristen Bell|Jason Dohring|Enrico Colantoni|Chris Lowell|Percy Daggs III,Rob Thomas,murder|private detective|high school reunion|duringcreditsstinger,107,Comedy|Drama|Crime,|Warner Bros.|Warner Bros. Interactive Entertainment|Rob Thomas Productions|,3/13/14,323,6.3,6361542,3695130,6.8
tt1626146,0.747577,0,1124445,Hector and the Search for Happiness,Simon Pegg|Rosamund Pike:18167 points|Tracy-Ann Oberman|Toni Collette:26173 points|Stellan SkarsgÃ¥rd:37040 points,Peter Chelsom,trip|travelling person|travel|search|pursuit,114,Adventure|Drama|Comedy,|Wild Bunch|Erfttal Film|Film Afrika Worldwide|Head Gear Films|Metrol Technology|,8/14/14,207,6.9,0,1192201,7.0
tt3210686,0.740796,22000000,67800064,Son of God,Roma Downey|Diogo Morgado|Louise Delamere|Darwin Shaw|Amber Rose Revah,Christopher Spencer,biography|resurrection,138,Drama,|Hearst Entertainment Productions|LightWorkers Media|,2/28/14,61,5.8,23325654,71885492,5.7
tt2381335,0.73558,0,0,Fed Up,Katie Couric|Michael Pollan|Bill Clinton|Tom Vilsack|Kelly Brownell,Stephanie Soechtig,junk food|obesity|documentary|food industry|sugar,92,Documentary,|Atlas Films|,5/9/14,73,7.3,0,0,7.7
tt3139086,0.72975,0,4571025,Batman: Assault on Arkham,Kevin Conroy|Neal McDonough|Matthew Gray Gubler|Hynden Walch|Troy Baker,Ethan Spaulding|Jay Oliva,dc comics|superhero|based on comic book|spin off,75,Thriller|Animation|Action|Crime,|Warner Bros. Animation|Warner Premiere|DC Entertainment|,8/12/14,182,7.4,0,4846461,7.5
tt2355495,0.728025,6000000,15071,Barefoot,Evan Rachel Wood:9844 points|Scott Speedman|J.K. Simmons:24628 points|Treat Williams:9624 points|Kate Burton,Andrew Fleming,naivety|family,90,Comedy|Drama|Romance,|WhiteFlame Productions|,2/2/14,129,6.5,6361542,15979,6.6
tt3060952,0.72546,3500000,5155325,Justice League: War,Michelle Monaghan:20474 points|Alan Tudyk|Sean Astin|Shemar Moore|Christopher Gorham,Jay Oliva,dc comics|based on comic book|superhero team|super powers,79,Animation,|DC Comics|Warner Bros. Animation|DC Entertainment|,2/2/14,141,7.0,3710899,5465969,7.3
tt2333804,0.722877,8500000,770706,The Zero Theorem,Christoph Waltz:45674 points|David Thewlis:15568 points|MÃ©lanie Thierry|Lucas Hedges:7631 points|Matt Damon:113210 points,Terry Gilliam:13140 points,virtual reality|dystopia|computer,107,Drama|Fantasy|Science Fiction,|Le Pacte|Zanuck Independent|Voltage Pictures|MediaPro Pictures|Zephyr Films|,1/2/14,232,5.7,9012184,817146,6.1
tt3504048,0.7224649999999989,0,0,Housebound,Morgana O'Reilly|Rima Te Wiata|Glen-Paul Waru|Cameron Rhodes|Millen Baird,Gerard Johnstone,haunted house|superstition|horror movie|home detention,109,Horror|Comedy|Thriller,|Semi-Professional|,9/4/14,217,6.4,0,0,6.8
tt2180994,0.716104,0,0,A Good Marriage,Joan Allen:5672 points|Anthony LaPaglia|Stephen Lang|Cara Buono|Kristen Connolly,Peter Askin,series of murders,103,Thriller,|Reno Productions|,10/3/14,66,5.3,0,0,5.2
tt2247476,0.714661,15000000,30127963,When the Game Stands Tall,Jim Caviezel:9493 points|Michael Chiklis|Laura Dern:16207 points|Clancy Brown|Ser'Darius Blain,Thomas Carter,american football|sport|high school american football,115,Drama,|Mandalay Pictures|Affirm Films|,8/22/14,94,6.2,15903855,31943384,6.7
tt2904608,0.708006,0,0,Turks & Caicos,Bill Nighy|Christopher Walken:25268 points|Winona Ryder:20746 points|Ralph Fiennes:71619 points|Helena Bonham Carter:47201 points,David Hare,sequel|suspense|made for television|mi5|caribbean island,95,Thriller|Drama|Action|Mystery,|BBC Films|Carnival Films|Heyday Films|Masterpiece|Beagle Pug Films|,3/20/14,24,6.3,0,0,6.6
tt3473654,0.707208,0,0,Toy Story That Time Forgot,Tom Hanks:118145 points|Tim Allen|Joan Cusack:3279 points|Kristen Schaal|Wallace Shawn,Steve Purcell,toy|pixar animated short|toy story,22,Animation|Family,|Pixar Animation Studios|,12/2/14,169,6.9,0,0,7.2
tt3689498,0.7057,0,0,Feast,Tommy Snider|Katie Lowes|Ben Bledsoe|Stephen Apostolina|Kirk Baily,Patrick Osborne,cake|pixar animated short|food|dog|organic food,6,Romance|Comedy|Animation|Drama|Family,|Walt Disney Animation Studios|,11/7/14,318,8.0,0,0,8.3
tt3270108,0.704138,0,0,Jackie & Ryan,Katherine Heigl|Ben Barnes|Clea DuVall|Sheryl Lee|Emily Alyn Lind,Ami Canaan Mann,woman director,90,Drama,|nan|,9/1/14,24,5.5,0,0,5.8
tt2717860,0.699699,0,2146041,The Riot Club,Max Irons|Sam Claflin|Douglas Booth|Holliday Grainger|Jessica Brown Findlay,Lone Scherfig:1955 points,england|alcohol|college|based on play|wealthy,107,Drama|Thriller,|HanWay Films|British Film Institute (BFI)|Blueprint Pictures|,9/19/14,238,5.9,0,2275355,6.0
tt2396721,0.691851,0,0,The Scribbler,Katie Cassidy|Eliza Dushku|Sasha Grey|Michelle Trachtenberg|Gina Gershon,John Suits,based on graphic novel|multiple personality|psychiatric,88,Thriller,|New Artists Alliance|Caliber Media Company|NightSky Productions|,9/19/14,28,4.3,0,0,5.4
tt2095649,0.688635,30000000,0,Grace of Monaco,Nicole Kidman:29068 points|Milo Ventimiglia|Paz Vega|Tim Roth:44850 points|Parker Posey:2079 points,Olivier Dahan:1160 points,monaco|prince|reference to princess grace of monaco,103,Romance|Drama,|Gaumont|TF1 Films Productions|Lucky Red|Canal+|uFilm|,5/14/14,138,5.7,31807710,0,5.7
tt1464191,0.688179,2000000,48390,Decoding Annie Parker,Samantha Morton:8098 points|Helen Hunt:14056 points|Aaron Paul|Alice Eve|Maggie Grace,Steven Bernstein,infidelity|genetics|black comedy|cancer|dna testing,91,Drama,|Media House Capital|Unified Pictures|Decoding Annie Parker|Ozymandias Productions|,5/2/14,23,5.2,2120514,51306,6.3
tt2785032,0.6841520000000001,0,0,The Little Death,Josh Lawson|Bojana NovakoviÄ‡|Damon Herriman|Kate Mulvany|Lisa McCune,Josh Lawson,sexuality|fetish|couple|sexual experimentation|erotic fantasy,96,Drama|Comedy|Romance,|Head Gear Films|Spectrum Films|See Pictures|Metrol Technology|,6/13/14,99,6.2,0,0,7.1
tt2101569,0.680611,1000000,0,In Your Eyes,Zoe Kazan:2362 points|Michael Stahl-David|Nikki Reed|Jennifer Grey|Mark Feuerstein,Brin Hill,telepathy|new mexico|loneliness|ex-con|understated,105,Drama|Romance|Science Fiction,|Night and Day Pictures|Bellwether Pictures|,4/20/14,170,7.2,1060257,0,7.1
tt2996648,0.678616,5500000,0,Bad Ass 2: Bad Asses,Danny Trejo|Danny Glover:7031 points|Andrew Divoff|Jacqueline Obradors|Jonathan Lipnicki,Craig Moss,vietnam veteran|murder|second part|inspired by true events,91,Action,|Silver Nitrate Films|Sense and Sensibility Ventures|,4/8/14,57,5.7,5831413,0,5.6
tt2390237,0.676471,0,0,Cuban Fury,Chris O'Dowd|Ian McShane|Rashida Jones|Nick Frost|Rory Kinnear,James Griffiths,,98,Comedy,|Big Talk Productions|,2/14/14,86,5.8,0,0,6.2
tt1274586,0.671825,15000000,0,Dying of the Light,Nicolas Cage:20334 points|Anton Yelchin:1852 points|Alexander Karim|IrÃ¨ne Jacob|Aymen Hamdouchi,Paul Schrader,cia|retirement|espionage|terrorism,94,Thriller|Drama,|TinRes Entertainment|Over Under Media|,12/4/14,83,4.4,15903855,0,4.4
tt2235779,0.667732,200000,17834867,The Quiet Ones,Jared Harris|Sam Claflin|Olivia Cooke|Erin Richards|Rory Fleck-Byrne,John Pogue,male nudity|female nudity|1970s|experiment|nudity,98,Horror,|Hammer Film Productions|Exclusive Media Group|Travelling Picture Show Company|,4/1/14,147,5.1,212051,18909542,5.1
tt2401807,0.662295,21000000,0,Tokarev,Nicolas Cage:20334 points|Aubrey Peeples|Rachel Nichols|Peter Stormare|Danny Glover:7031 points,Paco Cabezas,russian mafia|revenge|kidnapping|haunted by the past,98,Action|Crime|Thriller,|Hannibal Pictures|Marco Polo Production|Patriot Pictures|Vocal Yokels|,5/9/14,204,5.2,22265397,0,5.0
tt1972571,0.660405,15000000,31554855,A Most Wanted Man,Philip Seymour Hoffman:62606 points|Rachel McAdams:27148 points|Robin Wright:39968 points|Daniel BrÃ¼hl:27439 points|Willem Dafoe:29298 points,Anton Corbijn:1889 points,terror|muslim|intelligence|immigrant|torture,121,Thriller,|Senator Film Produktion|Lionsgate|FilmNation Entertainment|Film4|Demarest Films|,7/25/14,393,6.3,15903855,33456256,6.8
tt2784678,0.649574,0,25434291,Top Five,Chris Rock|Rosario Dawson:2287 points|J.B. Smoove|Gabrielle Union|Romany Malco,Chris Rock,comedian|interview|reporter|movie star|fiancÃ© fiancÃ©e relationship,102,Drama|Comedy,|Paramount Pictures|IAC Film|Jax Media|,12/12/14,152,6.2,0,26966885,6.4
tt2473602,0.648465,0,31911598,Get on Up,Chadwick Boseman|Nelsan Ellis|Dan Aykroyd:9940 points|Viola Davis:26192 points|Lennie James,Tate Taylor:7823 points,biography|james brown,139,Drama|Music,|Universal Studios|Imagine Films Entertainment|Jagged Films|,8/1/14,105,6.3,0,33834495,6.9
tt2799166,0.646336999999999,6500000,13865435,The Pyramid,Ashley Hinshaw|Denis O'Hare|James Buckley|Christa Nicola|Amir K,GrÃ©gory Levasseur,monster|darkness|desert|archaeologist|lost,89,Horror,|Fox International Productions|Sahara Productions|Silvatar Media|,12/4/14,234,4.7,6891670,14700924,4.6
tt2377322,0.641676,30000000,0,Deliver Us from Evil,Eric Bana:15003 points|Edgar RamÃ­rez:3439 points|Olivia Munn|Joel McHale|Sean Harris,Scott Derrickson:2962 points,possessed|demon|occult|demonic possession,118,Thriller|Crime|Horror,|Jerry Bruckheimer Films|Screen Gems|LStar Capital|,7/1/14,474,6.0,31807710,0,6.2
tt2452254,0.6352140000000001,6600000,1554000,Clouds of Sils Maria,Juliette Binoche:5685 points|Kristen Stewart:16821 points|ChloÃ« Grace Moretz|Lars Eidinger|Brady Corbet,Olivier Assayas,suicide|divorce|gender ideals|actress,124,Drama,|Pallas Film|CAB Productions|C.G. Cinema|,8/20/14,173,6.8,6997696,1647639,6.7
tt1216491,0.632047999999999,5000000,2450846,Kill the Messenger,Jeremy Renner:36442 points|Mary Elizabeth Winstead|Michael Sheen:26359 points|Ray Liotta:21970 points|Robert Patrick,Michael Cuesta,biography,112,Thriller|Crime|Drama|Mystery,|The Combine|Bluegrass Films|,10/9/14,247,6.5,5301285,2598527,7.0
tt2234003,0.631167,0,13287735,Calvary,Brendan Gleeson:22927 points|Chris O'Dowd|Kelly Reilly:9747 points|Aidan Gillen|Dylan Moran,John Michael McDonagh:819 points,,100,Drama,|Octagon Films|Irish Film Board|Reprisal Films|Lipsync Productions|,4/11/14,209,7.0,0,14088414,7.4
tt2669336,0.628637,0,0,Time Lapse,Danielle Panabaker|Matt O'Leary|George Finn|John Rhys-Davies|Amin Joseph,Bradley King,gambling|future|time travel|gambling debts|photography,104,Thriller|Science Fiction,|Uncooperative Pictures|XLrator Media|Royal Pictures|,5/24/14,198,6.3,0,0,6.5
tt1767372,0.6237060000000001,0,111996,Sheâ€™s Funny That Way,Owen Wilson:34891 points|Imogen Poots|Kathryn Hahn|Will Forte|Rhys Ifans:8249 points,Peter Bogdanovich:1153 points,infidelity|new york city|screwball comedy|escort|theater,93,Comedy,|Lagniappe Films|,10/27/14,162,5.7,0,118745,6.1
tt3416742,0.622166,0,0,What We Do in the Shadows,Taika Waititi|Jemaine Clement|Jonathan Brugh|Cori Gonzalez-Macuer|Stuart Rutherford,Jemaine Clement|Taika Waititi,new zealand|vampire|blood|mockumentary|zombies,86,Comedy|Horror,|Unison Films|Defender Films|Funny or Die|,6/19/14,490,7.2,0,0,7.6
tt1661820,0.621645,5000000,0,Cut Bank,Liam Hemsworth:19737 points|Teresa Palmer|John Malkovich:20200 points|Bruce Dern:29330 points|Billy Bob Thornton:11430 points,Matt Shakman,montana|secret|witness|video|murder,92,Thriller,|Kilburn Media|,9/10/14,52,4.8,5301285,0,6.0
tt3177316,0.615729,1000000,9318,Honeymoon,Rose Leslie|Harry Treadaway|Ben Huber|Hanna Brown,Leigh Janiak,lake|honeymoon|woods|sleepwalking|woman director,87,Horror,|Fewlas Entertainment|,9/12/14,137,5.3,1060257,9879,5.7
tt2567712,0.609613,0,54915,Starred Up,Jack O'Connell|Ben Mendelsohn|Rupert Friend:6356 points|David Ajala|Peter Ferdinando,David Mackenzie,,106,Drama,|Sigma Films Ltd.|Quickfire Films|Film4|Lipsync Productions|,3/21/14,202,6.9,0,58224,7.4
tt2369317,0.609054,0,0,Space Station 76,Matt Bomer|Jerry O'Connell|Liv Tyler:20033 points|Marisa Coughlan|Patrick Wilson:9125 points,Jack Plotnick,asteroid|future|retro,94,Drama|Comedy|Science Fiction,|Rival Pictures|Om Films|,9/19/14,55,4.4,0,0,4.9
tt2692904,0.602735,2000000,4635300,Locke,Tom Hardy:64287 points|Ruth Wilson|Andrew Scott|Olivia Colman|Tom Holland,Steven Knight:1798 points,england|road|cheating husband|construction site|one night,85,Drama|Thriller,|IM Global|Shoebox Films|A24|,4/10/14,480,6.8,2120514,4914609,7.1
tt2920540,0.600919,0,0,"20,000 Days on Earth",Nick Cave|Warren Ellis|Blixa Bargeld|Susie Bick|Arthur Cave,Iain Forsyth|Jane Pollard,woman director|part fiction|docu fiction,97,Music|Documentary|Drama,|British Film Institute (BFI)|Film4|Corniche Pictures|,7/5/14,46,6.8,0,0,7.5
tt2978462,0.599079,36000000,52424533,Dolphin Tale 2,Morgan Freeman:165852 points|Ashley Judd:10509 points|Nathan Gamble|Cozi Zuehlsdorff|Harry Connick Jr.,Charles Martin Smith,dolphin|aquarium|swimming,107,Family|Drama,|Alcon Entertainment|Color Force|Boxing Cat Films|,9/12/14,63,6.8,38169252,55583478,6.4
tt2064968,0.593558,0,0,The Longest Week,Olivia Wilde:6000 points|Jason Bateman|Jenny Slate|Billy Crudup:12993 points|Tony Roberts,Peter Glanz,hotel|secret|love|money|train,86,Comedy|Drama,|Far Hills Pictures|Atlantic Pictures (II)|Armian pictures|,9/5/14,86,5.1,0,0,5.4
tt2909476,0.593438,0,0,A Certain Justice,Dolph Lundgren|Cung Le|Vinnie Jones|Gianni Capaldi|Briana Evigan,Giorgio Serafini|James Coyne,,96,Action|Drama,|Hollywood Media Bridge|Voltage Pictures|Picture Perfect Corp.|,3/11/14,11,3.1,0,0,4.4
tt1294970,0.59318,0,0,The Angriest Man in Brooklyn,Mila Kunis:12167 points|Peter Dinklage|Robin Williams:34203 points|Melissa Leo:26713 points|James Earl Jones:974 points,Phil Alden Robinson,black comedy,84,Drama|Comedy,|Landscape Entertainment|MICA Entertainment|Vedette Finance|Prominent Media Group|,5/23/14,112,5.5,0,0,5.7
tt3186318,0.593065,0,0,Hellion,Aaron Paul|Juliette Lewis:13292 points|Josh Wiggins|Deke Garner|Jonny Mars,Kat Candler,woman director,98,Thriller|Drama,|IFC Films|Silver Sail Entertainment|Across Town Productions|Arts+Labor|,6/13/14,26,5.3,0,0,6.1
tt2339741,0.590256999999999,1000000,26501323,The Woman in Black 2: Angel of Death,Helen McCrory|Jeremy Irvine|Phoebe Fox|Ned Dennehy|Adrian Rawlins,Tom Harper,based on novel|haunted house|supernatural|sequel|haunting,90,Thriller|Horror|Drama,|Vertigo Entertainment|Hammer Film Productions|Alliance Films|Talisman Productions|Exclusive Media Group|,12/30/14,270,4.9,1060257,28098213,4.9
tt2920808,0.5847,0,169976,God's Pocket,Philip Seymour Hoffman:62606 points|Richard Jenkins:11878 points|Christina Hendricks|John Turturro:18640 points|Eddie Marsan,John Slattery,,88,Drama,|Cooper's Town Productions|Park Pictures|Shoestring Pictures|,5/9/14,37,5.2,0,180218,6.1
tt2300975,0.582629,0,0,Jessabelle,Sarah Snook|Mark Webber|Joelle Carter|David Andrews|Chris Ellis,Kevin Greutert,supernatural,90,Thriller|Horror,|Lionsgate|Blumhouse Productions|Principato-Young Entertainment|,8/29/14,181,5.0,0,0,5.4
tt2281587,0.574398,50000000,80383113,Muppets Most Wanted,Ricky Gervais|Ty Burrell|Tina Fey|Steve Whitmire|Eric Jacobson,James Bobin,musical|the muppets,112,Comedy|Adventure|Crime|Family,|Buena Vista|Disney|,3/20/14,222,6.2,53012850,85226758,6.4
tt1198156,0.571843999999999,0,11486,You're Not You,Hilary Swank:19359 points|Emmy Rossum:11053 points|Josh Duhamel|Ali Larter|Marcia Gay Harden:18125 points,George C. Wolfe,,104,Drama,|DiNovi Pictures|,10/10/14,147,7.3,0,12178,7.4
tt3450134,0.571571,0,0,The Drownsman,Michelle Mylett|Caroline Palmer|Ry Barrett|Gemma Bird Matheson|Sydney Kondruss,Chad Archibald,,88,Horror|Fantasy|Thriller,|nan|,8/22/14,18,4.1,0,0,4.1
tt2758904,0.5617270000000001,20000000,0,Search Party,Adam Pally|T.J. Miller|Thomas Middleditch|Alison Brie:1211 points|Krysten Ritter,Scot Armstrong,,93,Comedy,|Universal Studios|,10/30/14,42,5.3,21205140,0,5.6
tt3141912,0.560295,0,0,Gun Woman,Asami|Kairi Narita|Noriaki Kamata|Matthew Floyd Miller|Dean Simone,Kurando Mitsutake,gun|thriller|gun battle|gore|woman,86,Thriller|Action,|Maxam|,2/28/14,19,4.7,0,0,4.7
tt3387648,0.56021,0,0,The Taking of Deborah Logan,Jill Larson|Anne Ramsay|Michelle Ang|Ryan Cutrona|Brett Gentile,Adam Robitel,snake|possession|found footage|shaky camera shot|serial murders,90,Horror|Mystery|Thriller,|Bad Hat Harry Productions|Jeff Rice Films|Casadelic Pictures|Guerin-Adler-Scott Pictures|,10/21/14,184,5.9,0,0,6.0
tt3099498,0.5594720000000001,2800000,1826705,Tusk,Michael Parks|Justin Long|Haley Joel Osment:19868 points|GÃ©nesis RodrÃ­guez|Ralph Garman,Kevin Smith:5774 points,canada|walrus|deception|search|first part,102,Comedy|Drama|Horror,|Phase 4 Films|Demarest Films|SModcast Pictures|A24|,9/19/14,206,4.9,2968720,1936777,5.3
tt3179568,0.557453,0,461162,"Men, Women & Children",Rosemarie DeWitt:6348 points|Jennifer Garner:28241 points|Judy Greer|Dean Norris|Adam Sandler:1282 points,Jason Reitman:14740 points,high school|teenager|playing against type,116,Drama|Comedy,|Paramount Pictures|Right of Way Films|,10/17/14,248,6.4,0,488950,6.7
tt3136112,0.5526270000000001,0,0,Shelter,Jennifer Connelly:36564 points|Anthony Mackie|Amy Hargreaves|Bruce Altman|Andrew Polk,Paul Bettany,homeless person|immigrant|heroin|homelessness|sex scene,105,Drama,|Bifrost Pictures|The Bridge Finance Company|,9/12/14,18,5.3,0,0,6.5
tt3762944,0.550723,0,0,Hello Ladies: The Movie,Stephen Merchant|Christine Woods|Kevin Weisman|Nate Torrence|Kyle Mooney,Stephen Merchant,based on tv series|los angeles|briton abroad,85,Comedy,|Home Box Office (HBO)|,11/22/14,36,6.3,0,0,6.8
tt2041331,0.550625,600000,0,Sx_Tape,Caitlyn Folley|Julie Marcus|Ian Duncan|Daniel Faraldo|Diana GarcÃ­a,Bernard Rose,supernatural|subjective camera|found footage|epouvante,85,Horror,|La.Lune Entertainment|Aeroplano|,5/16/14,19,3.3,636154,0,3.3
tt2725962,0.5504600000000001,0,0,What We Did on Our Holiday,David Tennant|Rosamund Pike:18167 points|Billy Connolly|Bobby Smalldridge|Emilia Jones,Andy Hamilton|Guy Jenkin,vacation|family,95,Comedy,|BBC Films|Lionsgate|,9/26/14,109,6.6,0,0,6.9
tt2962726,0.550453,0,0,The Anomaly,Ian Somerhalder|Alexis Knapp|Noel Clarke|Luke Hemsworth|Michael Bisping,Noel Clarke,technology|future|mind control|kidnapping|conspiracy,97,Thriller|Action|Science Fiction,|Unstoppable Entertainment|thefyzz|Tea Shop & Film Company|,6/19/14,104,4.7,0,0,4.7
tt2494280,0.550197,0,0,Stretch,Patrick Wilson:9125 points|Jessica Alba:1750 points|Brooklyn Decker|Ray Liotta:21970 points|Mindy Robinson,Joe Carnahan:3278 points,,94,Action|Comedy|Thriller,|Universal Pictures|Blumhouse Productions|IM Global|Chambara Pictures|,10/14/14,163,5.8,0,0,6.5
tt2933544,0.548656,6000000,1020921,5 Flights Up,Morgan Freeman:165852 points|Diane Keaton:52796 points|Carrie Preston|Cynthia Nixon|Alysia Reiner,Richard Loncraine,new york|married couple|character name in title|moving out|moving,92,Drama,|Revelations Entertainment|Lascaux Films|Latitude Productions|,9/5/14,56,5.9,6361542,1082439,6.2
tt2828996,0.548529,0,0,A Haunted House 2,Marlon Wayans|Jaime Pressly|Essence Atkins|Gabriel Iglesias|Missi Pyle,Michael Tiddes,haunted house,87,Comedy|Horror,|Automatik Entertainment|Open Road Films|,4/17/14,251,5.4,0,0,4.7
tt0903657,0.5415,0,28641776,Love & Mercy,Paul Dano:31076 points|John Cusack:9677 points|Paul Giamatti:39143 points|Elizabeth Banks:23590 points|Kenny Wormald,Bill Pohlad,therapist|musician|nervous breakdown|title based on song|songwriter,120,Drama|Music,|River Road Entertainment|John Wells Productions|,6/5/14,162,7.2,0,30367643,7.4
tt1929263,0.540852,12000000,101332962,Heaven is for Real,Greg Kinnear:13307 points|Kelly Reilly:9747 points|Connor Corum|Thomas Haden Church:1722 points|Jon Ted Wynne,Randall Wallace,based on novel|faith|based on true events,99,Drama,|TriStar Pictures|Screen Gems|Roth Films|,4/16/14,159,6.1,12723084,107438982,5.8
tt0959306,0.539017,5000000,0,Reach Me,Sylvester Stallone:11637 points|Lauren Cohan|Kyra Sedgwick|Tom Berenger:28323 points|Cary Elwes,John Herzfeld,motivational book,95,Drama,|Windy Hill Pictures|Seraphim Films Inc.|,3/14/14,24,5.1,5301285,0,4.9
tt2101570,0.536511,10000000,0,In the Blood,Gina Carano|Cam Gigandet|Luis GuzmÃ¡n|Danny Trejo|Treat Williams:9624 points,John Stockwell,,108,Action|Crime|Thriller,|20th Century Fox Home Entertainment|Anchor Bay Films|Lleju Productions|Movie Package Company (MPC)|Verso Entertainment|,4/4/14,77,5.2,10602570,0,5.8
tt3118958,0.535291,0,0,Lizzie Borden Took An Ax,Christina Ricci:3163 points|Clea DuVall|Gregg Henry|Stephen McHattie|Shawn Doyle,Nick Gomez,biography|psychological thriller|lizzie borden|dramatization,91,Drama|Mystery|Thriller,|PeaceOut Productions|Sony Pictures Television|,1/25/14,29,5.9,0,0,5.8
tt1935302,0.533347,0,0,Monsters: Dark Continent,Johnny Harris|Sam Keeley|Joe Dempsie|Kyle Soller|Nicholas Pinnock,Tom Green,monster|post-apocalyptic|war|sequel|alien,119,Thriller|Drama|Science Fiction,|International Traders|Between The Eyes|Vertigo Films|,10/9/14,60,3.8,0,0,4.3
tt2043933,0.5252,0,0,Night Moves,Jesse Eisenberg:15573 points|Dakota Fanning:10143 points|Alia Shawkat|Peter Sarsgaard:13178 points|Katherine Waterston,Kelly Reichardt,woman director|activist,112,Thriller|Drama,|Film Science|Maybach Film Productions|RT Features|Tipping Point Productions|,4/23/14,64,5.8,0,0,6.0
